Restaurant Name,Cuisine,Average Cost,Rating,City
Pizza Heaven,Indian,250,4.0,Bangalore
Pizza Heaven,Indian,150,4.2,Jalgaon
Pizza Heist,Fast Food,150,3.8,Dhanbad
Pizza Holic,Fast Food,200,4.2,Chandigarh
Pizza Holip,"South Indian, Fast Food",100,3.6,Kanpur
Pizza Hong Kong,Fast Food,350,3.8,Amritsar
Pizza Hood,Fast Food,100,3.7,Chandigarh
Pizza Host,Fast Food,200,3.5,Meerut
Pizza Host,Fast Food,250,3.8,Meerut
Pizza Hot,Fast Food,200,3.5,Pune
Pizza Hot,Indian,200,3.8,Meerut
Pizza Hotline,Fast Food,100,3.8,Nashik
Pizza House,Fast Food,200,3.3,Hyderabad
Pizza House,Fast Food,100,3.7,Allahabad
Pizza House,Indian,200,3.8,Varanasi
Pizza House,Fast Food,200,3.9,Bikaner
Pizza House,Fast Food,100,4.0,Jaipur
Pizza House,"Fast Food, Street Food",100,4.0,Belgaum
Pizza House,Indian,250,4.0,Jalandhar
Pizza House,Fast Food,250,4.2,Saharanpur
Pizza House,Indian,150,4.6,Nellore
Pizza House Family Restautant,Bakery,100,3.0,Agra
Pizza Hub,Fast Food,150,3.1,Dhanbad
Pizza Hub,Fast Food,450,3.2,Vijayawada
Pizza Hub,Fast Food,150,3.3,Agra
Pizza Hub,Fast Food,150,3.6,Jhansi
Pizza Hub,Fast Food,150,3.6,NCR
Pizza Hub,Fast Food,200,3.6,Delhi NCR
Pizza Hub,Indian,150,3.7,Indore
Pizza Hub,Fast Food,100,3.8,Jalgaon
Pizza Hub,Fast Food,100,3.8,Ludhiana
Pizza Hub,Indian,250,3.8,Amravati
Pizza Hub,Fast Food,100,3.9,Jalandhar
Pizza Hub,Fast Food,100,4.1,Dehradun
Pizza Hub,Indian,150,4.2,Nagpur
Pizza Hub,Fast Food,200,4.2,Dehradun
Pizza Hub Spice Of Guntur,Fast Food,150,3.4,Guntur
Pizza Hunger,"Fast Food, Street Food",150,3.6,Varanasi
Pizza Hunt,"North Indian, Fast Food, Street Food, Biryani",100,3.2,Lucknow
Pizza Hunt,Fast Food,300,3.4,Pune
Pizza Hunt,Indian,150,3.7,Gorakhpur
Pizza Hunt,Fast Food,150,3.7,Madurai
Pizza Hut,Fast Food,150,3.4,Bhopal
Pizza Hut,Fast Food,200,3.5,Ludhiana
Pizza Hut,Fast Food,100,3.6,Solapur
Pizza Hut,Fast Food,150,3.6,Jalandhar
Pizza Hut,Fast Food,150,3.6,Chennai
Pizza Hut,Fast Food,200,3.6,Nagpur
Pizza Hut,Fast Food,200,3.6,Surat
Pizza Hut,Fast Food,200,3.6,Amravati
Pizza Hut,Fast Food,250,3.6,Jamnagar
Pizza Hut,Fast Food,250,3.6,Guntur
Pizza Hut,Fast Food,450,3.6,Goa
Pizza Hut,Fast Food,100,3.7,Haridwar
Pizza Hut,Fast Food,100,3.7,Indore
Pizza Hut,Fast Food,200,3.7,Amritsar
Pizza Hut,Fast Food,200,3.7,Chandigarh
Pizza Hut,Fast Food,250,3.7,Patiala
Pizza Hut,Fast Food,50,3.8,Rajkot
Pizza Hut,Fast Food,100,3.8,Bhavnagar
Pizza Hut,Fast Food,100,3.8,Kolhapur
Pizza Hut,Fast Food,100,3.8,Ranchi
Pizza Hut,Fast Food,100,3.8,Mumbai
Pizza Hut,Fast Food,150,3.8,Ajmer
Pizza Hut,Fast Food,150,3.8,Warangal
Pizza Hut,Fast Food,150,3.8,Dehradun
Pizza Hut,Fast Food,150,3.8,Bareilly
Pizza Hut,Fast Food,200,3.8,Thrissur
Pizza Hut,Fast Food,200,3.8,Bhubaneswar
Pizza Hut,"North Indian, Fast Food",200,3.8,Varanasi
Pizza Hut,Fast Food,200,3.8,Trichy
Pizza Hut,Indian,450,3.8,Ahmedabad
Pizza Hut,Fast Food,50,3.9,Nashik
Pizza Hut,Fast Food,100,3.9,Jaipur
Pizza Hut,Fast Food,100,3.9,Nellore
Pizza Hut,Indian,100,3.9,Madurai
Pizza Hut,Fast Food,150,3.9,Aligarh
Pizza Hut,Indian,150,3.9,Madurai
Pizza Hut,Fast Food,150,3.9,Patna
Pizza Hut,Fast Food,150,3.9,Udaipur
Pizza Hut,Fast Food,200,3.9,Jhansi
Pizza Hut,Fast Food,200,3.9,Moradabad
Pizza Hut,Fast Food,200,3.9,Siliguri
Pizza Hut,Fast Food,200,3.9,Allahabad
Pizza Hut,Fast Food,50,4.0,Manali
Pizza Hut,Fast Food,100,4.0,Salem
Pizza Hut,Fast Food,150,4.0,Bangalore
Pizza Hut,Fast Food,150,4.0,Jodhpur
Pizza Hut,Fast Food,150,4.0,Delhi NCR
Pizza Hut,Fast Food,150,4.0,Kolkata
Pizza Hut,Fast Food,150,4.0,Jabalpur
Pizza Hut,Fast Food,200,4.0,NCR
Pizza Hut,Indian,350,4.0,Hyderabad
Pizza Hut,Fast Food,100,4.1,Bhubaneswar
Pizza Hut,Fast Food,100,4.1,Kota
Pizza Hut,Fast Food,150,4.1,Guwahati
Pizza Hut,Fast Food,150,4.1,Palakkad
Pizza Hut,Fast Food,150,4.1,Vellore
Pizza Hut,Fast Food,200,4.1,Cuttack
Pizza Hut,Fast Food,100,4.2,Meerut
Pizza Hut,Fast Food,200,4.2,Durgapur
Pizza Hut,Fast Food,100,4.3,Manipal
Pizza Hut,Fast Food,100,4.3,Visakhapatnam
Pizza Hut Express,Fast Food,150,3.7,Pune
Pizza Hutt Point,Fast Food,250,4.0,Bareilly
Pizza In,Fast Food,100,3.0,Chandigarh
Pizza In,Fast Food,150,3.5,Gorakhpur
Pizza In House,Indian,250,3.3,Gorakhpur
Pizza In The Box,Indian,300,3.8,Kanpur
Pizza Industry,Indian,250,4.2,Jalandhar
Pizza Italia,Fast Food,150,3.8,Dehradun
Pizza Italia,Fast Food,200,3.8,Dehradun
Pizza Italia,Fast Food,300,3.9,Dehradun
Pizza Italia Wood Oven,Fast Food,200,4.1,Jalandhar
Pizza Italiana,Indian,100,3.7,Rishikesh
Pizza Italiano,Indian,150,2.7,Jamshedpur
Pizza Italiano,Fast Food,100,3.5,Kanpur
Pizza Italiano,Fast Food,200,3.9,Lucknow
Pizza Joint,Indian,200,3.4,Gaya
Pizza Joint,Fast Food,350,3.6,Chandigarh
Pizza Junction,Fast Food,200,3.5,Kota
Pizza Junction,Indian,100,3.6,Moradabad
Pizza Junction,Fast Food,250,3.6,Raipur
Pizza Junction,North Indian,300,3.6,Jhansi
Pizza Junction,Fast Food,350,3.8,Allahabad
Pizza Junction,Fast Food,200,3.9,Gorakhpur
Pizza Junction,Indian,200,4.0,Gorakhpur
Pizza Junction,Indian,300,4.1,Ludhiana
Pizza Junction,Fast Food,100,4.2,Kanpur
Pizza Kadai,Fast Food,150,3.1,Coimbatore
Pizza Kafeteria,Fast Food,150,3.8,Kanpur
Pizza Kalakar,Fast Food,150,4.1,Jalandhar
Pizza King,Fast Food,100,3.1,Indore
Pizza King,Indian,250,3.1,Saharanpur
Pizza King,Fast Food,200,3.6,Gorakhpur
Pizza King,Indian,250,3.6,Varanasi
Pizza King,Fast Food,100,3.8,Amritsar
Pizza King,Indian,100,3.8,Moradabad
Pizza King,Fast Food,100,4.1,Lucknow
Pizza King,Fast Food,350,4.2,Chandigarh
Pizza King,"Fast Food, Street Food",150,4.3,Kolkata
Pizza King And Burger,Fast Food,100,4.1,Moradabad
Pizza King Mania,Indian,100,3.9,Gorakhpur
Pizza Kings,Fast Food,200,3.7,Kanpur
Pizza Kitchen,Fast Food,50,3.6,Kanpur
Pizza Kitchen,"Fast Food, Street Food",150,3.9,Pune
Pizza Kitchen,Fast Food,200,3.9,Varanasi
Pizza Kitchen,Indian,200,4.2,Bhopal
Pizza Kitchen More,Fast Food,300,2.9,Kanpur
Pizza Korner,Fast Food,150,4.2,Mysore
Pizza Lajabaab Express Restaurant,Fast Food,100,3.2,Gaya
Pizza Lajabaab Restaurant,Indian,150,3.2,Gaya
Pizza Land,Indian,100,4.2,Vadodara
Pizza Land,Fast Food,100,4.2,Chandigarh
Pizza Library,Fast Food,100,4.1,Agra
Pizza Licious,Fast Food,150,4.0,Jaipur
Pizza Lounge,Indian,300,3.6,Kota
Pizza Lounge,Fast Food,250,4.3,Chennai
Pizza Love,"Fast Food, Street Food",200,4.1,Durgapur
Pizza Lovers,Indian,450,3.5,Allahabad
Pizza Lovers,Fast Food,50,3.7,Lucknow
Pizza Machine,Fast Food,50,4.0,Allahabad
Pizza Makeline,Fast Food,100,4.0,Nashik
Pizza Maker,Fast Food,200,3.0,Indore
Pizza Makers,Fast Food,500,3.3,Chandigarh
Pizza Mania,Fast Food,150,3.2,Meerut
Pizza Mania,Indian,150,3.7,Vijayawada
Pizza Mania,Fast Food,300,3.8,Visakhapatnam
Pizza Mania,Indian,200,4.0,Lucknow
Pizza Mania Desi Tadka,"North Indian, Fast Food",200,4.1,Haridwar
Pizza Mantri,Indian,150,3.3,Lucknow
Pizza Margherita United Kitchens,Fast Food,150,3.8,Vadodara
Pizza Mark,Fast Food,100,3.8,Mangalore
Pizza Mart,Indian,100,3.2,Jhansi
Pizza Mart,Fast Food,150,3.8,Gorakhpur
Pizza Mart,Fast Food,150,3.9,Moradabad
Pizza Maverik,Indian,200,4.1,Vadodara
Pizza Memories,Indian,150,3.8,Amritsar
Pizza Mets Burger,"North Indian, Fast Food",250,3.0,Jodhpur
Pizza Mexicana,Fast Food,200,4.0,Ludhiana
Pizza Mia,Indian,350,3.7,Goa
Pizza Musketeer,"Fast Food, Street Food",250,4.1,Bhopal
Pizza NID,Indian,150,3.3,Raipur
Pizza Olive,Fast Food,150,4.2,Raipur
Pizza On Fire,Fast Food,250,3.9,Nagpur
Pizza On The Rock,Fast Food,150,4.2,Vadodara
Pizza Palace,Fast Food,150,3.9,Gorakhpur
Pizza Palace,Fast Food,100,4.1,Moradabad
Pizza Palate,Fast Food,200,3.6,Coimbatore
Pizza Pandey,Fast Food,150,3.7,Lucknow
Pizza Paradise,Indian,250,3.3,Jhansi
Pizza Paradise,Indian,150,3.9,Bareilly
Pizza Paradise,Fast Food,200,3.9,Amritsar
Pizza Paradise,Fast Food,300,3.9,Ranchi
Pizza Paradise,Fast Food,50,4.1,Bhopal
Pizza Paradize,Fast Food,100,4.1,Coimbatore
Pizza Paradize,Indian,150,4.3,Coimbatore
Pizza Paradize Home,Fast Food,100,4.2,Coimbatore
Pizza Parlour,"Fast Food, Street Food",150,3.8,Cuttack
Pizza Partner,Fast Food,150,4.1,Kanpur
Pizza Party,Fast Food,300,3.2,Trivandrum
Pizza Party,Fast Food,100,4.3,Dehradun
Pizza Passarella,Indian,100,4.1,Jamshedpur
Pizza Pasta Day,Fast Food,150,4.0,Agra
Pizza Peddler,Indian,100,3.5,Jamshedpur
Pizza Peddler,Fast Food,100,3.7,Jamshedpur
Pizza Peoples Com,Fast Food,150,3.6,Jabalpur
Pizza Perk s By Hangry,Indian,200,3.1,Chandigarh
Pizza Petika,Indian,100,4.0,Surat
Pizza Pie,Indian,200,3.5,Jhansi
Pizza Pie,Indian,100,3.9,Lucknow
Pizza Pie,Fast Food,150,4.1,Surat
Pizza Pind Slice,Fast Food,100,3.6,Kanpur
Pizza Pirates,Indian,100,3.4,Moradabad
Pizza Pirates,Fast Food,150,3.9,NCR
Pizza Pirates,Fast Food,150,3.9,Ludhiana
Pizza Pitara,"Fast Food, Street Food",100,3.5,Gorakhpur
Pizza Place,Fast Food,100,3.5,Kota
Pizza Place,Fast Food,100,3.9,Chandigarh
Pizza Place,Indian,200,4.0,Ludhiana
Pizza Planet,Indian,50,3.5,Amritsar
Pizza Planet,Indian,100,3.9,Jalandhar
Pizza Plaza,Indian,100,3.4,Gorakhpur
Pizza Plaza,"South Indian, Fast Food, Street Food",100,3.5,Patiala
Pizza Plaza,"North Indian, Fast Food, Street Food",250,4.1,Lucknow
Pizza Plaza,Fast Food,100,4.3,Jalandhar
Pizza Plus,Fast Food,100,3.9,Gorakhpur
Pizza Point,Indian,300,3.2,Bareilly
Pizza Point,Fast Food,50,3.5,Bareilly
Pizza Point,Indian,150,3.6,Ludhiana
Pizza Point,Fast Food,350,3.6,Bareilly
Pizza Point,Indian,200,3.7,Bareilly
Pizza Point,Fast Food,250,3.7,Surat
Pizza Point,Fast Food,100,3.9,Siliguri
Pizza Point,"Street Food, Bakery",200,3.9,Nagpur
Pizza Point,Fast Food,100,4.0,Kharagpur
Pizza Point,Fast Food,150,4.0,Gorakhpur
Pizza Point,Fast Food,150,4.0,Pune
Pizza Point Muglisara,Fast Food,100,4.2,Surat
Pizza Pool,Fast Food,200,4.2,Lucknow
Pizza POP,Fast Food,250,4.3,Jalandhar
Pizza Potter,Street Food,150,4.1,Lucknow
Pizza Power,Fast Food,150,3.9,Gorakhpur
Pizza Pro,Fast Food,150,3.3,Gorakhpur
Pizza Pro,Fast Food,100,3.7,Meerut
Pizza Pub,Fast Food,150,4.0,Lucknow
Pizza Pub,Fast Food,100,4.3,Lucknow
Pizza Puram,Bakery,100,4.0,Jamshedpur
Pizza Restaurant,Indian,200,4.2,Saharanpur
Pizza Roberto,Fast Food,150,4.3,Jalandhar
Pizza Roma,Fast Food,450,3.7,Ludhiana
Pizza Sailorz,Fast Food,150,4.0,Chandigarh
Pizza Sector,Fast Food,100,3.3,Patiala
Pizza Shack,Street Food,200,4.1,Nashik
Pizza Shop,Indian,200,3.3,Bhopal
Pizza Shop,Indian,100,4.4,Gorakhpur
Pizza Singh,Fast Food,100,3.1,Lucknow
Pizza Slice,Fast Food,200,3.7,Cuttack
Pizza Slice,Fast Food,150,4.0,Allahabad
Pizza Smith,Fast Food,100,3.9,Amritsar
Pizza Spot s,Fast Food,450,3.7,Lucknow
Pizza Square,"Fast Food, Bakery",300,2.9,Chennai
Pizza Square Fast Food Parlour,Fast Food,200,3.8,Jaipur
Pizza Star,Indian,150,4.0,Gorakhpur
Pizza Station,Fast Food,150,3.4,Nagpur
Pizza Station,North Indian,250,3.7,Jhansi
Pizza Station,Fast Food,100,3.8,Cuttack
Pizza Station,"North Indian, Fast Food, Street Food",100,4.2,Gorakhpur
Pizza Store,Fast Food,300,3.0,Visakhapatnam
Pizza Store,Fast Food,150,3.2,Kota
Pizza Store,Fast Food,150,4.0,Kanpur
Pizza Store,Indian,300,3.1,Lucknow
Pizza Story,Fast Food,200,3.5,Amritsar
Pizza Story,Fast Food,100,3.8,Jodhpur
Pizza Story By Kitchen Brother s,"Fast Food, Street Food",100,3.4,Jabalpur
Pizza Street,Fast Food,100,3.7,Gorakhpur
Pizza Street,Fast Food,150,4.0,Jaipur
Pizza Street Cafe,Fast Food,150,3.5,Amravati
Pizza Street Snacks Shakes,Fast Food,150,3.5,Ludhiana
Pizza Supreme,Fast Food,150,3.7,Mumbai
Pizza Swag,Fast Food,300,3.9,Ludhiana
Pizza Tales,Fast Food,150,3.6,Aligarh
Pizza Tavola,Fast Food,100,3.9,Lucknow
Pizza Time,Fast Food,200,3.3,Allahabad
Pizza Time,Fast Food,200,3.4,Coimbatore
Pizza Time,Fast Food,200,3.4,Vijayawada
Pizza Time,North Indian,150,3.5,Kanpur
Pizza Time,Fast Food,200,4.0,Ludhiana
Pizza Time,Fast Food,100,4.2,Hyderabad
Pizza Times,Fast Food,100,3.8,Gorakhpur
Pizza Town,Indian,50,3.5,Moradabad
Pizza Town,Fast Food,200,3.8,Kanpur
Pizza Town,Indian,250,3.8,Varanasi
Pizza Town,Indian,250,4.0,Jalandhar
Pizza Trend,Fast Food,250,3.6,Ludhiana
Pizza Tune,Fast Food,450,3.7,Ahmedabad
Pizza Uncle,Fast Food,100,4.2,Rishikesh
Pizza Uncle,Fast Food,200,4.3,Meerut
Pizza Unique,Fast Food,150,3.6,Moradabad
Pizza Unlimited,"Fast Food, Street Food",100,3.6,Jaipur
Pizza Valley,Indian,200,3.1,Mangalore
Pizza Valley,Fast Food,200,4.0,Jaipur
Pizza Vatika,Indian,150,4.3,Gorakhpur
Pizza Vegan,Fast Food,50,3.0,Jalandhar
Pizza Villa,Indian,150,3.3,Jaipur
Pizza Villa,"Fast Food, Bakery",300,3.4,Meerut
Pizza Village,Fast Food,200,3.2,Surat
Pizza Village,Fast Food,150,3.6,Meerut
Pizza Village,Fast Food,200,3.9,Meerut
Pizza Village,"Fast Food, Street Food",200,4.0,Firozabad
Pizza Village,Fast Food,450,4.1,Vadodara
Pizza Vizza,Fast Food,250,3.3,Patiala
Pizza Wala,Fast Food,200,3.7,Kolkata
Pizza Wale,Fast Food,200,3.6,Kanpur
Pizza Wallaa,Indian,100,3.5,Varanasi
Pizza Wheels,Indian,150,3.7,Bareilly
Pizza Wings,Indian,250,3.8,Saharanpur
Pizza Wings,Fast Food,100,4.0,Kanpur
Pizza Wings,Fast Food,100,4.1,Kanpur
Pizza Wings,Indian,100,4.1,Lucknow
Pizza Wings,Fast Food,250,4.3,Meerut
Pizza Wizza,Fast Food,150,3.5,Gorakhpur
Pizza Wizza,Indian,150,3.9,Lucknow
Pizza Wizza Studio,Indian,100,3.9,Lucknow
Pizza World,Indian,400,3.2,Chennai
Pizza World,Fast Food,100,3.6,Jaipur
Pizza World,Fast Food,100,3.7,Surat
Pizza World,Indian,150,4.0,Jhansi
Pizza Wow Pizza,Fast Food,150,3.3,Lucknow
Pizza Xpress,Fast Food,150,3.2,Hyderabad
Pizza Xpress,Fast Food,100,4.1,Jaipur
Pizza Yum,"Fast Food, Street Food",150,3.5,Kanpur
Pizza Yummy,Indian,150,4.0,Rishikesh
Pizza Zone,Fast Food,50,3.5,Kolhapur
Pizza Zone,Fast Food,150,3.9,Surat
Pizza Zone,Indian,100,4.0,Jamnagar
Pizza Zone,Fast Food,200,4.0,Ahmedabad
Pizza Zone,Fast Food,150,4.5,Meerut
Pizza Hat,Indian,100,3.8,Ranchi
Pizza Burger Sandwich Chinese,Fast Food,450,3.7,Raipur
Pizza Com,Street Food,100,3.7,Indore
Pizza,Indian,150,4.0,Raipur
Pizza,Fast Food,150,3.3,Bangalore
Pizza,"Fast Food, Street Food",100,3.5,Bareilly
Pizza,"Fast Food, Street Food",100,3.8,Pune
Pizzagou,Indian,200,3.0,Coimbatore
Pizza,"Fast Food, Street Food",150,3.9,Delhi NCR
Pizzaa Time,Fast Food,100,3.4,Ludhiana
Pizzaarch,Fast Food,150,3.7,Varanasi
PizzaExpress,Indian,100,3.8,Mumbai
Pizzagram,Fast Food,150,4.2,Ahmedabad
Pizzah Wala,Fast Food,100,3.6,Jalandhar
Pizzaholic,Fast Food,200,3.4,Allahabad
Pizzaholic,Fast Food,100,4.1,Kanpur
Pizzaholic,"North Indian, Fast Food",100,4.2,Kanpur
Pizzalicious,Indian,200,4.4,Bareilly
Pizzalogy,Fast Food,150,3.3,Raipur
Pizzaminati,Indian,150,3.4,Bikaner
Pizzamoc s,Fast Food,150,3.6,Kolkata
Pizzaology,Fast Food,100,3.4,Asansol
Pizzaport Cafe,Fast Food,250,3.9,Lucknow
PizzArea,Fast Food,150,4.1,Delhi NCR
PizzArea,Fast Food,250,4.1,NCR
Pizzaretto,Fast Food,350,3.8,Amritsar
Pizzaria,Indian,200,3.4,Bareilly
Pizzaria com,Indian,200,3.7,Pune
Pizzariya,Fast Food,150,3.5,Varanasi
Pizzas And More,Indian,100,3.6,Hyderabad
Pizzas By Flavorsome Feasts,Fast Food,50,3.6,Jaipur
Pizzas Etc,"Fast Food, Street Food",200,4.2,Mumbai
Pizza s Hub,Fast Food,200,4.1,Varanasi
Pizza s Masti,Fast Food,200,3.9,Varanasi
Pizzas N Shakes,Fast Food,400,3.9,Vijayawada
Pizza s Point,Fast Food,100,3.9,Chandigarh
Pizza s Villa,Fast Food,100,3.3,Surat
Pizzasia,Fast Food,150,4.2,Delhi NCR
Pizzatarian,Fast Food,200,3.9,Lucknow
Pizzato,Fast Food,200,3.6,Indore
PizzaVerse,Indian,200,3.7,Coimbatore
Pizzawala,Fast Food,150,3.2,Kanpur
Pizzawala,Indian,100,3.6,Varanasi
Pizzawala s,Indian,200,3.7,Vadodara
Pizzawood,Fast Food,150,3.3,Ludhiana
Pizzeria,Indian,150,3.7,Kolkata
Pizzeria,"South Indian, Fast Food",100,3.8,Jalandhar
Pizzeria,Fast Food,100,3.9,Nagpur
Pizzeria,Fast Food,350,4.0,Jaipur
Pizzeria,Fast Food,100,4.1,Kanpur
Pizzeria Bistro,Fast Food,100,3.9,Meerut
Pizzeria By Cafe Dali,Indian,200,4.1,NCR
Pizzeria By Mango Masala,Indian,100,4.4,Ajmer
Pizzeria By The Thali Walla,Indian,200,3.5,Ajmer
Pizzeria Cafe,Fast Food,150,3.3,Amritsar
Pizzeria Express,"Fast Food, Street Food",250,3.4,Kanpur
Pizzeria Home,Fast Food,250,3.6,Amritsar
Pizzeria House,Indian,100,3.0,Amritsar
Pizzeria Pizza Parlour,"North Indian, Fast Food",200,4.0,NCR
Pizzeria Planet,Fast Food,150,4.1,Allahabad
Pizzeria Toto,Indian,100,4.4,Trivandrum
Pizzeria Vaatika Cafe,"North Indian, Fast Food",250,4.0,Varanasi
Pizzerioo,Indian,100,3.6,Siliguri
Pizzetta,Indian,100,4.0,Puducherry
Pizzetto,Fast Food,150,4.2,Amritsar
Pizzitalia,Indian,100,4.1,Bareilly
Pizzo Foods,Fast Food,150,3.2,Jhansi
Pizzology Pizza,Fast Food,300,3.9,Mysore
Pizzonia Pizza,Fast Food,50,3.6,Vadodara
Pizzuno s,Indian,100,2.8,Allahabad
Pizzzenia,Fast Food,100,3.8,Nagpur
Pizzzzaa Paradise,Fast Food,250,4.1,Varanasi
PJ s Food,Fast Food,200,4.6,Guwahati
PK Da Dhaba,"North Indian, Fast Food, Street Food, Biryani",150,4.1,Guwahati
PK Mutton Bhakri,"North Indian, Biryani",200,4.0,Pune
PK s Burger Point,Fast Food,100,4.0,Nashik
PKS Shri Sidheshwar Fast Food,Street Food,300,3.3,Solapur
Plaksha Food s,"North Indian, Street Food",150,4.0,Nashik
Planet Cafe,"North Indian, Street Food, Biryani",100,3.5,Manipal
Planet Family Restaurant,"North Indian, Biryani",150,3.3,Sangli
Planet H Cafe,Fast Food,150,4.3,NCR
Plateaus Juice Bar,Indian,100,4.5,Coimbatore
Plated Restaurant,Fast Food,100,4.1,Trivandrum
Platform,Indian,250,4.0,Jalandhar
Platform,"South Indian, North Indian, Biryani",250,3.7,Hyderabad
Platform,"South Indian, North Indian, Fast Food, Biryani",350,3.7,Vijayawada
Platform,"South Indian, North Indian, Biryani",150,3.8,Warangal
Platinum Cook House,"South Indian, Fast Food, Street Food",150,3.7,Madurai
Platoon Pizza,Fast Food,150,3.2,Jalandhar
Platterzz,"North Indian, Biryani",300,4.3,Udaipur
Plav Multicuisine Restaurant,South Indian,100,4.2,Trivandrum
Play Safari Cafe,North Indian,150,4.1,Agra
Play Town Cafe The Fun Factory,Fast Food,400,3.9,Jalandhar
Playground,North Indian,200,3.7,Chandigarh
Playtorium,Fast Food,200,3.8,Siliguri
Plums Cherries by Supreme Bakers,Bakery,100,4.1,Vadodara
Plush,North Indian,150,4.1,Kolkata
Pluto,"Fast Food, Street Food",50,4.2,Varanasi
Pluto s Restaurant,"North Indian, Biryani",100,3.9,Chennai
Pocket Thali,North Indian,150,3.7,Lucknow
PocketMeal,"North Indian, Fast Food, Biryani",200,4.0,Kolkata
Poco Cafe Restaurant,"North Indian, Fast Food, Street Food",450,4.1,Jodhpur
Poddar s Rasoi,"South Indian, North Indian, Fast Food, Street Food",150,3.5,Vadodara
Poetry By Love And Cheesecake,Bakery,250,4.3,Pune
Poetry By Love And Cheesecake,Bakery,100,4.4,Mumbai
Poha Factory,Street Food,250,3.8,Nagpur
Poha Junction,Street Food,150,4.3,Varanasi
Poha Point,"South Indian, North Indian, Street Food",100,3.5,Raipur
Poha G,Street Food,300,3.3,Bhubaneswar
Pohewala,"Fast Food, Street Food",100,4.2,Nagpur
Pohewala,"Fast Food, Street Food",100,4.4,Raipur
Poie Re,Fast Food,150,4.1,Goa
Pokar Sweet Home,Street Food,100,3.9,Jodhpur
Pokar Sweets And Restaurant,"South Indian, North Indian, Fast Food",100,3.6,Jodhpur
Poker Mania Restaurant,North Indian,200,2.9,Varanasi
Pokhara Momo s,Indian,100,4.2,Bareilly
Pokket Cafe,Fast Food,100,3.8,Nagpur
Pokket Cafe,Fast Food,300,3.8,Pune
Pokket Cafe,Fast Food,100,4.0,Chandigarh
Pokket Cafe,"Fast Food, Street Food",250,4.2,Nashik
Polar Bear,Indian,150,4.0,Hyderabad
Polar Bear,Indian,100,4.2,Chennai
Polar Bear,Indian,150,4.3,Salem
Polar Bear,Indian,100,4.4,Manipal
Polar Bear,Indian,200,4.4,Mysore
Polar Bear,Indian,200,4.4,Coimbatore
Polar Bear,Indian,200,4.4,Bangalore
Polar Bear,Indian,100,4.6,Mangalore
Polka Pastry Shop,"Fast Food, Bakery",100,3.6,Chandigarh
Polka Restaurant,"North Indian, Street Food",150,3.6,Bhopal
Polly s Kitchen,"North Indian, Fast Food",100,4.3,Kharagpur
Polo Restaurant,North Indian,200,3.8,Kota
Pomona Orchard,Indian,250,4.3,Lucknow
Pomo s Pizza,Fast Food,150,4.2,Jamnagar
Pondis Pizza Hub,Fast Food,150,4.0,Trivandrum
Pondy Cafe,South Indian,100,4.0,Puducherry
Pondy Macaroni,Fast Food,100,4.2,Puducherry
Pong View Hotel,North Indian,200,4.3,Dharamshala
Pongalur Sri Annapoornis Sweets,Indian,100,4.2,Coimbatore
Pongalur Sri Annapoornis Sweets,Street Food,200,4.4,Coimbatore
Pongalur Sri Annapoornis Sweets,Indian,200,4.4,Coimbatore
Ponni Restaurant,"South Indian, North Indian",100,3.3,Coimbatore
Ponnusaamy Elite,"South Indian, Biryani",150,3.9,Coimbatore
Ponnusamy Hotel,"South Indian, Biryani",600,3.9,Chennai
Pooh Eat,"North Indian, Fast Food, Street Food",200,4.0,Ajmer
Pooja Bhojnalaya,North Indian,200,4.1,Jamshedpur
Pooja Cake And Bakery,Bakery,50,4.1,Lucknow
Pooja Chaat And Fast Food Corner,"South Indian, Street Food",150,2.9,Dehradun
Pooja Cold Drinks and Icecream Parlour,Indian,100,4.3,Bhavnagar
Pooja Dhaba Family Restaurant,"South Indian, North Indian, Street Food",150,3.9,Kanpur
Pooja Restaurant Hotel The Park Retreat,"North Indian, Biryani",200,4.1,Ranchi
Pooja Sweets And Bakery,Bakery,300,3.5,Indore
Poojari s Fishland Takeaway,Indian,250,4.0,Mysore
Pooja s Cakes Bakery,Bakery,100,3.6,Indore
Pooja s Home Kitchen,South Indian,150,4.0,Nagpur
Pooja s Kitchen By Hotel Potoba,North Indian,50,4.1,Sangli
Pool Cafe,"North Indian, Fast Food",250,3.3,Kharagpur
Poona Food Truck,Fast Food,150,4.3,Pune
Poonam Bhoj,North Indian,150,4.4,Solapur
Poonam Pani Puri,Street Food,50,4.4,Rajkot
Poonam Sweets,Indian,100,4.3,Raipur
Poonam s Kitchen,North Indian,100,3.7,Kanpur
Poonkunnam Restaurant,South Indian,150,3.9,Thrissur
Poori Sabzi Point,Fast Food,100,3.5,Kota
Poori Wala,North Indian,150,3.6,Kota
Poornima,South Indian,100,4.3,Mumbai
Poornima Chinese Food,"North Indian, Fast Food, Street Food",100,4.2,Amritsar
Poornima Fast Food,Fast Food,100,4.0,Amritsar
Poornima Vadapav,Street Food,250,4.6,Udaipur
Pop Tate s,Indian,300,4.0,Mumbai
Pop Tate s,"North Indian, Fast Food, Biryani",150,4.3,Pune
Popeyes,Fast Food,150,3.9,Manipal
Poppys Hotel,"South Indian, North Indian",250,3.6,Madurai
Pop s Burger,Fast Food,150,4.3,Indore
Pop s Chinese,Fast Food,100,4.0,Dehradun
